1,A,1
﻿1,A,2
﻿1,A,3
﻿1,A,4
﻿1,A,5
﻿2,B,1
﻿2,B,2
﻿2,B,3
﻿2,B,4
﻿3,C,1
﻿3,C,2
﻿3,C,3
﻿3,C,4
﻿3,C,5
﻿4,C,1
﻿4,C,2
﻿4,C,5
﻿4,C,6
﻿5,D,2
﻿1,A,6
﻿1,A,8
﻿2,B,8
﻿3,C,2
﻿3,C,3
﻿3,C,4
﻿3,C,5
﻿3,C,6
﻿4,D,2
﻿5,A,3
﻿5,A,4
﻿5,A,5
﻿5,A,6
﻿1,A,1
﻿1,A,2
﻿1,A,3
﻿1,A,8
﻿2,B,2
﻿2,B,3
﻿2,B,4
﻿2,B,1
﻿3,B,8
